objectID,isHighlight,accessionNumber,accessionYear,isPublicDomain,primaryImage,primaryImageSmall,additionalImages,constituents,department,objectName,title,culture,period,dynasty,reign,portfolio,artistRole,artistPrefix,artistDisplayName,artistDisplayBio,artistSuffix,artistAlphaSort,artistNationality,artistBeginDate,artistEndDate,artistGender,artistWikidata_URL,artistULAN_URL,objectDate,objectBeginDate,objectEndDate,medium,dimensions,measurements,creditLine,geographyType,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rightsAndReproduction,linkResource,metadataDate,repository,objectURL,tags,objectWikidata_URL,isTimelineWork,GalleryNumber
1,False,1979.486.1,1979,False,,,,"164292,Maker,James Barton Longacre,http://vocab.getty.edu/page/ulan/500011409,https://www.wikidata.org/wiki/Q3806459,",The American Wing,Coin,One-dollar Liberty Head Coin,,,,,,Maker,,James Barton Longacre,"American, Delaware County, Pennsylvania 1794–1869 Philadelphia, Pennsylvania",,"Longacre, James Barton",American,1794,1869,,https://www.wikidata.org/wiki/Q3806459,http://vocab.getty.edu/page/ulan/500011409,1853,1853,1853,Gold,Dimensions unavailable,None,"Gift of Heinz L. Stoppelmann, 1979",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/1,None,,False,
2,False,1980.264.5,1980,False,,,,"1079,Maker,Christian Gobrecht,http://vocab.getty.edu/page/ulan/500077295,https://www.wikidata.org/wiki/Q5109648,",The American Wing,Coin,Ten-dollar Liberty Head Coin,,,,,,Maker,,Christian Gobrecht,1785–1844,,"Gobrecht, Christian",,1785,1844,,https://www.wikidata.org/wiki/Q5109648,http://vocab.getty.edu/page/ulan/500077295,1901,1901,1901,Gold,Dimensions unavailable,None,"Gift of Heinz L. Stoppelmann, 1980",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/2,None,,False,
3,False,67.265.9,1967,False,,,,None,The American Wing,Coin,Two-and-a-Half Dollar Coin,,,,,,,,,,,,,,,,,,1909–27,1909,1927,Gold,Diam. 11/16 in. (1.7 cm),"Other,Object diameter,1.7463","Gift of C. Ruxton Love Jr., 1967",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/3,None,,False,
4,False,67.265.10,1967,False,,,,None,The American Wing,Coin,Two-and-a-Half Dollar Coin,,,,,,,,,,,,,,,,,,1909–27,1909,1927,Gold,Diam. 11/16 in. (1.7 cm),"Other,Object diameter,1.7463","Gift of C. Ruxton Love Jr., 1967",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/4,None,,False,
5,False,67.265.11,1967,False,,,,None,The American Wing,Coin,Two-and-a-Half Dollar Coin,,,,,,,,,,,,,,,,,,1909–27,1909,1927,Gold,Diam. 11/16 in. (1.7 cm),"Other,Object diameter,1.7463","Gift of C. Ruxton Love Jr., 1967",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/5,None,,False,
6,False,67.265.12,1967,False,,,,None,The American Wing,Coin,Two-and-a-Half Dollar Coin,,,,,,,,,,,,,,,,,,1909–27,1909,1927,Gold,Diam. 11/16 in. (1.7 cm),"Other,Object diameter,1.7463","Gift of C. Ruxton Love Jr., 1967",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/6,None,,False,
7,False,67.265.13,1967,False,,,,None,The American Wing,Coin,Two-and-a-Half Dollar Coin,,,,,,,,,,,,,,,,,,1909–27,1909,1927,Gold,Diam. 11/16 in. (1.7 cm),"Other,Object diameter,1.7463","Gift of C. Ruxton Love Jr., 1967",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/7,"Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113,Coins,http://vocab.getty.edu/page/aat/300037222,https://www.wikidata.org/wiki/Q41207",,False,
8,False,67.265.14,1967,False,,,,None,The American Wing,Coin,Two-and-a-Half Dollar Coin,,,,,,,,,,,,,,,,,,1909–27,1909,1927,Gold,Diam. 11/16 in. (1.7 cm),"Other,Object diameter,1.7463","Gift of C. Ruxton Love Jr., 1967",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/8,"Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,Profiles,http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q4382010,Eagles,http://vocab.getty.edu/page/aat/300250049,https://www.wikidata.org/wiki/Q2092297",,False,
9,False,67.265.15,1967,False,,,,None,The American Wing,Coin,Two-and-a-Half Dollar Coin,,,,,,,,,,,,,,,,,,1909–27,1909,1927,Gold,Diam. 11/16 in. (1.7 cm),"Other,Object diameter,1.7463","Gift of C. Ruxton Love Jr., 1967",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/9,None,,False,
10,False,1979.486.3,1979,False,,,,"1080,Maker,Bela Lyon Pratt,http://vocab.getty.edu/page/ulan/500095555,https://www.wikidata.org/wiki/Q4881787,",The American Wing,Coin,Two-and-a-half-dollar Indian Head Coin,,,,,,Maker,,Bela Lyon Pratt,1867–1917,,"Pratt, Bela Lyon",,1867,1917,,https://www.wikidata.org/wiki/Q4881787,http://vocab.getty.edu/page/ulan/500095555,1912,1912,1912,Gold,Dimensions unavailable,"Other,Object diameter,1.7","Gift of Heinz L. Stoppelmann, 1979",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/10,None,,False,
11,False,1979.486.2,1979,False,,,,"1079,Maker,Christian Gobrecht,http://vocab.getty.edu/page/ulan/500077295,https://www.wikidata.org/wiki/Q5109648,",The American Wing,Coin,Two-and-a-half-dollar Liberty Head Coin,,,,,,Maker,,Christian Gobrecht,1785–1844,,"Gobrecht, Christian",,1785,1844,,https://www.wikidata.org/wiki/Q5109648,http://vocab.getty.edu/page/ulan/500077295,1907,1907,1907,Gold,Dimensions unavailable,"Other,Object diameter,1.7","Gift of Heinz L. Stoppelmann, 1979",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/11,None,,False,
12,False,1979.486.7,1979,False,,,,"164292,Maker,James Barton Longacre,http://vocab.getty.edu/page/ulan/500011409,https://www.wikidata.org/wiki/Q3806459,",The American Wing,Coin,Twenty-dollar Liberty Head Coin,,,,,,Maker,,James Barton Longacre,"American, Delaware County, Pennsylvania 1794–1869 Philadelphia, Pennsylvania",,"Longacre, James Barton",American,1794,1869,,https://www.wikidata.org/wiki/Q3806459,http://vocab.getty.edu/page/ulan/500011409,1876,1876,1876,Gold,Dimensions unavailable,"Other,Object diameter,1.7","Gift of Heinz L. Stoppelmann, 1979",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/12,None,,False,
13,False,1979.486.4,1979,False,,,,"1080,Maker,Bela Lyon Pratt,http://vocab.getty.edu/page/ulan/500095555,https://www.wikidata.org/wiki/Q4881787,",The American Wing,Coin,Five-dollar Indian Head Coin,,,,,,Maker,,Bela Lyon Pratt,1867–1917,,"Pratt, Bela Lyon",,1867,1917,,https://www.wikidata.org/wiki/Q4881787,http://vocab.getty.edu/page/ulan/500095555,1910,1910,1910,Gold,Dimensions unavailable,"Other,Object diameter,1.7","Gift of Heinz L. Stoppelmann, 1979",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/13,None,,False,
14,False,1979.486.5,1979,False,,,,"1079,Maker,Christian Gobrecht,http://vocab.getty.edu/page/ulan/500077295,https://www.wikidata.org/wiki/Q5109648,",The American Wing,Coin,Five-dollar Liberty Head Coin,,,,,,Maker,,Christian Gobrecht,1785–1844,,"Gobrecht, Christian",,1785,1844,,https://www.wikidata.org/wiki/Q5109648,http://vocab.getty.edu/page/ulan/500077295,1907,1907,1907,Gold,Dimensions unavailable,"Other,Object diameter,1.7","Gift of Heinz L. Stoppelmann, 1979",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/14,None,,False,
15,False,16.74.49,1916,False,,,,None,The American Wing,Coin,"Coin, 1/2 Real",Mexican,,,,,,,,,,,,,,,,,1665–1700,1665,1700,Silver,Diam. 1/2 in. (1.3 cm),"Other,Object diameter,1.27","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/15,None,,False,
16,False,16.74.27,1916,False,,,,None,The American Wing,Peso,"Coin, 1/4 Peso",Mexican,,,,,,,,,,,,,,,,,1800–1900,1800,1900,Bronze or copper,Diam. 1 1/8 in. (2.9 cm),"Other,Object diameter,2.8575","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/16,None,,False,
17,False,16.74.28,1916,False,,,,None,The American Wing,Peso,"Coin, 1/4 Peso",Mexican,,,,,,,,,,,,,,,,,1867,1867,1867,Bronze or copper,Diam. 1 1/8 in. (2.9 cm),"Other,Object diameter,2.8575","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/17,None,,False,
18,False,16.74.29,1916,False,,,,None,The American Wing,Peso,"Coin, 1/4 Peso",Mexican,,,,,,,,,,,,,,,,,1860,1860,1860,Bronze or copper,Diam. 1 1/8 in. (2.9 cm),"Other,Object diameter,2.8575","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/18,None,,False,
19,False,16.74.30,1916,False,,,,None,The American Wing,Peso,"Coin, 1/4 Peso",Mexican,,,,,,,,,,,,,,,,,1859,1859,1859,Bronze or copper,Diam. 1 1/8 in. (2.9 cm),"Other,Object diameter,2.9","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/19,None,,False,
20,False,16.74.31,1916,False,,,,None,The American Wing,Peso,"Coin, 1/4 Peso",Mexican,,,,,,,,,,,,,,,,,1860,1860,1860,Bronze or copper,Diam. 1 1/8 in. (2.9 cm),"Other,Object diameter,2.9","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/20,None,,False,
21,False,16.74.32,1916,False,,,,None,The American Wing,Peso,"Coin, 1/4 Peso",Mexican,,,,,,,,,,,,,,,,,1859,1859,1859,Bronze or copper,Diam. 1 1/8 in. (2.9 cm),"Other,Object diameter,2.9","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/21,None,,False,
22,False,16.74.43,1916,False,,,,None,The American Wing,Coin,"Coin, 1/4 Real",Guatemalan,,,,,,,,,,,,,,,,,1881,1881,1881,Silver,Diam. 1/2 in. (1.3 cm),"Other,Object diameter,1.27","Gift of Mrs. Russell Sage, 1916",Made in,,,,Guatemala,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/22,None,,False,
23,False,16.74.44,1916,False,,,,None,The American Wing,Coin,"Coin, 1/4 Real",Guatemalan,,,,,,,,,,,,,,,,,1878,1878,1878,Silver,Diam. 1/2 in. (1.3 cm),"Other,Object diameter,1.27","Gift of Mrs. Russell Sage, 1916",Made in,,,,Guatemala,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/23,None,,False,
24,False,16.74.33,1916,False,,,,None,The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1860–70,1860,1870,Nickel,Diam. 3/4 in. (1.9 cm),"Other,Object diameter,1.905","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/24,None,,False,
25,False,16.74.34,1916,False,,,,None,The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1860–70,1860,1870,Nickel,Diam. 3/4 in. (1.9 cm),"Other,Object diameter,1.905","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/25,None,,False,
26,False,16.74.35,1916,False,,,,None,The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1860–70,1860,1870,Nickel,Diam. 3/4 in. (1.9 cm),"Other,Object diameter,1.905","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/26,None,,False,
27,False,16.74.36,1916,False,,,,None,The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1860–70,1860,1870,Nickel,Diam. 3/4 in. (1.9 cm),"Other,Object diameter,1.905","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/27,None,,False,
28,False,16.74.38,1916,False,,,,None,The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1860–70,1860,1870,Nickel,Diam. 3/4 in. (1.9 cm),"Other,Object diameter,1.905","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/28,None,,False,
29,False,16.74.39,1916,False,,,,None,The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1860–70,1860,1870,Nickel,Diam. 3/4 in. (1.9 cm),"Other,Object diameter,1.905","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/29,None,,False,
30,False,16.74.37,1916,False,,,,None,The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1885,1885,1885,Nickel,Diam. 3/4 in. (1.9 cm),"Other,Object diameter,1.905","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/30,None,,False,
31,False,16.74.40,1916,False,,,,None,The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1885,1885,1885,Nickel,Diam. 3/4 in. (1.9 cm),"Other,Object diameter,1.905","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/31,None,,False,
32,False,09.9.15,1909,False,,,,None,The American Wing,Pesos,"Coin, 20 Pesos",Mexican,,,,,,,,,,,,,,,,,1866,1866,1866,Gold,Diam. 2 1/8 in. (5.4 cm),"Other,Object diameter,5.3975","Gift of H. R. Ickelheimer, 1909",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/32,None,,False,
33,False,64.62,1964,False,,,,"164590,Maker,James Gillinder and Sons,,,",The American Wing,Bust,Bust of Abraham Lincoln,American,,,,,Maker,,James Gillinder and Sons,"American, 1861–ca. 1930",,"Gillinder and Sons, James",American,1861,1930,,,,1876,1876,1876,Pressed glass,2 3/4 x 3 1/2 x 2 3/4 in. (7 x 8.9 x 7 cm),"Overall,None,7,7,8.9","Gift of Teunis G. B. Cortelyou, 1964",Made in,Philadelphia,Pennsylvania,,United States,Mid-Atlantic,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/33,"Abraham Lincoln,http://vocab.getty.edu/page/ulan/500344436,https://www.wikidata.org/wiki/Q91,Portraits,http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q134307,Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441",,False,774
34,False,1970.289.6,1970,True,https://images.metmuseum.org/CRDImages/ad/original/204788.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/204788.jpg,,"1082,Maker,Forestville Manufacturing Company,,,",The American Wing,Clock,Acorn Clock,American,,,,,Maker,,Forestville Manufacturing Company,1835–1853,,Forestville Manufacturing Company,,1835,1853,,,,1847–50,1847,1850,"Mahogany, laminated",24 3/8 x 14 5/8 x 5 1/8 in. (61.9 x 37.1 x 13 cm),"Overall,None,13.0175,61.9,37.1","Gift of Mrs. Paul Moore, 1970",Made in,Bristol,Connecticut,,United States,New England,,,,,,,,,2021-06-30T04:39:57.037Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/34,"Boats,http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q35872,Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163",,False,774
35,True,04.1a–c,1904,False,,,,"1083,Designer,Designed by Paulding Farnham,http://vocab.getty.edu/page/ulan/500336597,https://www.wikidata.org/wiki/Q13476260,,162539,Manufacturer,Manufactured by Tiffany &amp; Co.,http://vocab.getty.edu/page/ulan/500330306,https://www.wikidata.org/wiki/Q1066858,",The American Wing,Vase,The Adams Vase,American,,,,,Designer,Designed by,Paulding Farnham,1859–1927,,"Farnham, Paulding",,1859,1927,,https://www.wikidata.org/wiki/Q13476260,http://vocab.getty.edu/page/ulan/500336597,1893–95,1893,1895,"Gold, amethysts, spessartites, tourmalines, fresh water pearls, quartzes, rock crystal, and enamel","Overall: 19 7/16 x 13 x 9 1/4 in. (49.4 x 33 x 23.5 cm); 352 oz. 18 dwt. (10977 g)
Body: H. 18 7/8 in. (47.9 cm)
Cover: 4 1/4 x 4 13/16 in. (10.8 x 12.2 cm); 19 oz. 6 dwt. (600.1 g)","Overall,None,23.495,49.3713,10.977,33,Other,Cover,12.2238,10.795,0.6001,Other,Body,47.9426","Gift of Edward D. Adams, 1904",Made in,New York,New York,,United States,Mid-Atlantic,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/35,"Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113,Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,Animals,http://vocab.getty.edu/page/aat/300249525,https://www.wikidata.org/wiki/Q729,Garlands,http://vocab.getty.edu/page/aat/300167386,https://www.wikidata.org/wiki/Q756600",https://www.wikidata.org/wiki/Q83545838,True,706
36,False,1976.319,1976,False,,,,"1085,Maker,Conrad Henninger,,,",The American Wing,Side Chair,Side Chair,American,,,,,Maker,,Conrad Henninger,active ca. 1888–1932,,"Henninger, Conrad",,1885,1932,,,,ca. 1887,1884,1887,"Oak, tulip poplar",40 x 25 1/2 x 34 1/2 in. (101.6 x 64.8 x 87.6 cm),"Overall,None,87.6302,101.6,64.8","Gift of Charlotte Pickman-Gertz, 1976",Made in,Lebanon,Pennsylvania,,United States,Mid-Atlantic,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/36,None,,False,774
37,False,38.165.51,1938,True,https://images.metmuseum.org/CRDImages/ad/original/DP247752.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP247752.jpg,"https://images.metmuseum.org/CRDImages/ad/original/DP247756.jpg,https://images.metmuseum.org/CRDImages/ad/original/117430.jpg","164285,Maker,Pierre Stephan,http://vocab.getty.edu/page/ulan/500100483,,",The American Wing,Figure,Figure of Admiral George Rodney,British (American market),,,,,Maker,,Pierre Stephan,"French, active ca. 1770–95",,"Stephan, Pierre",French,1765,1795,,,http://vocab.getty.edu/page/ulan/500100483,ca. 1785,1782,1785,"Earthenware, basalt",H. 12 in. (30.5 cm),"Overall,None,30.5","Harris Brisbane Dick Fund, 1938",Made in,,,Staffordshire,England,West Midlands,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/37,"Cannons,http://vocab.getty.edu/page/aat/300036936,https://www.wikidata.org/wiki/Q81103,Swords,http://vocab.getty.edu/page/aat/300037048,https://www.wikidata.org/wiki/Q12791,Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441",,False,774
38,False,38.165.50,1938,True,https://images.metmuseum.org/CRDImages/ad/original/DP247753.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP247753.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP247755.jpg,"164285,Maker,Pierre Stephan,http://vocab.getty.edu/page/ulan/500100483,,",The American Wing,Figure,Figure of Admiral Samuel Hood,British (American market),,,,,Maker,,Pierre Stephan,"French, active ca. 1770–95",,"Stephan, Pierre",French,1765,1795,,,http://vocab.getty.edu/page/ulan/500100483,ca. 1785,1782,1785,"Earthenware, basalt",H. 12 3/8 in. (31.4 cm),"Overall,None,31.4","Harris Brisbane Dick Fund, 1938",Made in,,,Staffordshire,England,West Midlands,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38,"Cannons,http://vocab.getty.edu/page/aat/300036936,https://www.wikidata.org/wiki/Q81103,Swords,http://vocab.getty.edu/page/aat/300037048,https://www.wikidata.org/wiki/Q12791,Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,Admirals,http://vocab.getty.edu/page/aat/300236014,https://www.wikidata.org/wiki/Q132851",,False,774
39,False,18.11.10,1918,True,https://images.metmuseum.org/CRDImages/ad/original/37808.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/37808.jpg,,None,The American Wing,Advertisement,Advertisement for Norwich Stone Ware Factory,American,,,,,,,,,,,,,,,,,1770–1800,1770,1800,Paper,11 x 9 in. (27.9 x 22.9 cm),"Overall,None,27.9,22.86","Rogers Fund, 1918",Made in,Norwich,Connecticut,,United States,New England,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/39,"Advertisements,http://vocab.getty.edu/page/aat/300193993,https://www.wikidata.org/wiki/Q39911916",,False,
40,False,46.140.143,1946,True,https://images.metmuseum.org/CRDImages/ad/original/174118.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/174118.jpg,,"1087,Maker,New England Glass Company,http://vocab.getty.edu/page/ulan/500356007,https://www.wikidata.org/wiki/Q17083157,",The American Wing,Ale glass,Ale Glass,American,,,,,Maker,,New England Glass Company,"American, East Cambridge, Massachusetts, 1818–1888",,New England Glass Company,,1818,1888,,https://www.wikidata.org/wiki/Q17083157,http://vocab.getty.edu/page/ulan/500356007,1830–70,1830,1870,Pressed glass,H. 6 9/16 in. (16.7 cm); Diam. 3 in. (7.6 cm),"Other,None,7.62,16.6688","Gift of Mrs. Emily Winthrop Miles, 1946",Made in,East Cambridge,Massachusetts,,United States,New England,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/40,None,,False,774
